basin,region,site_name,sample,depth,unique,type,family,family_count,oto_count_total,sed_weight_whole_sample_kg,sed_weight_500_kg
Pacific,Gulf of Panama,Saboga,AT19-1-1,360,AT19-1-1-360,core,Sin_identificar,7,19,0.31661,0.09655
Pacific,Gulf of Panama,Saboga,AT19-1-1,365,AT19-1-1-365,core,Gobiidae,1,4,0.32083,0.071431
Pacific,Gulf of Panama,Saboga,AT19-1-1,365,AT19-1-1-365,core,Sin_identificar,3,4,0.32083,0.071431
Pacific,Gulf of Panama,Saboga,AT19-1-1,370,AT19-1-1-370,core,Gobiidae,1,2,0.32563,0.060309
Pacific,Gulf of Panama,Saboga,AT19-1-1,370,AT19-1-1-370,core,Sin_identificar,1,2,0.32563,0.060309
Pacific,Gulf of Panama,Saboga,AT19-1-1,375,AT19-1-1-375,core,.,0,0,0.34166,0.065335
Pacific,Gulf of Panama,Saboga,AT19-1-2,5,AT19-1-2-5,core,.,.,.,.,.
Pacific,Gulf of Panama,Saboga,AT19-1-2,10,AT19-1-2-10,core,.,0,0,0.30727,0.025844
Pacific,Gulf of Panama,Saboga,AT19-1-2,15,AT19-1-2-15,core,Gobiidae,1,1,0.27123,0.03019
Pacific,Gulf of Panama,Saboga,AT19-1-2,20,AT19-1-2-20,core,Sin_identificar,1,1,0.2867,0.031304
Pacific,Gulf of Panama,Saboga,AT19-1-2,25,AT19-1-2-25,core,Engraulidae,1,1,0.34524,0.03503
Pacific,Gulf of Panama,Saboga,AT19-1-2,30,AT19-1-2-30,core,Bregmacerotidae,1,2,0.27967,0.035989
Pacific,Gulf of Panama,Saboga,AT19-1-2,30,AT19-1-2-30,core,Apogonidae,1,2,0.27967,0.035989
Pacific,Gulf of Panama,Saboga,AT19-1-2,35,AT19-1-2-35,core,Haemulidae,1,4,0.32641,0.03945
Pacific,Gulf of Panama,Saboga,AT19-1-2,35,AT19-1-2-35,core,Lutjanidae,1,4,0.32641,0.03945
Pacific,Gulf of Panama,Saboga,AT19-1-2,35,AT19-1-2-35,core,Sin_identificar,2,4,0.32641,0.03945
Pacific,Gulf of Panama,Saboga,AT19-1-2,40,AT19-1-2-40,core,Engraulidae,1,3,0.2685,0.037715
Pacific,Gulf of Panama,Saboga,AT19-1-2,40,AT19-1-2-40,core,Gobiidae,1,3,0.2685,0.037715
Pacific,Gulf of Panama,Saboga,AT19-1-2,40,AT19-1-2-40,core,Scorpaenidae,1,3,0.2685,0.037715
Pacific,Gulf of Panama,Saboga,AT19-1-2,45,AT19-1-2-45,core,Scorpaenidae,1,2,0.30996,0.04686
Pacific,Gulf of Panama,Saboga,AT19-1-2,45,AT19-1-2-45,core,Batrachoididae,1,2,0.30996,0.04686
Pacific,Gulf of Panama,Saboga,AT19-1-2,50,AT19-1-2-50,core,Clupeidae,1,5,0.28007,0.060799
Pacific,Gulf of Panama,Saboga,AT19-1-2,50,AT19-1-2-50,core,Apogonidae,1,5,0.28007,0.060799
Pacific,Gulf of Panama,Saboga,AT19-1-2,50,AT19-1-2-50,core,Atherinopsidae,1,5,0.28007,0.060799
Pacific,Gulf of Panama,Saboga,AT19-1-2,50,AT19-1-2-50,core,Sin_identificar,2,5,0.28007,0.060799
Pacific,Gulf of Panama,Saboga,AT19-1-2,55,AT19-1-2-55,core,Gobiidae,1,6,0.29507,0.06322
Pacific,Gulf of Panama,Saboga,AT19-1-2,55,AT19-1-2-55,core,Sin_identificar,5,6,0.29507,0.06322
Pacific,Gulf of Panama,Saboga,AT19-1-2,60,AT19-1-2-60,core,Engraulidae,1,4,0.30833,0.067239
Pacific,Gulf of Panama,Saboga,AT19-1-2,60,AT19-1-2-60,core,Apogonidae,1,4,0.30833,0.067239
Pacific,Gulf of Panama,Saboga,AT19-1-2,60,AT19-1-2-60,core,Gobiidae,1,4,0.30833,0.067239
Pacific,Gulf of Panama,Saboga,AT19-1-2,60,AT19-1-2-60,core,Lutjanidae,1,4,0.30833,0.067239
Pacific,Gulf of Panama,Saboga,AT19-1-2,65,AT19-1-2-65,core,Pomacentridae,1,2,0.31819,0.06243
Pacific,Gulf of Panama,Saboga,AT19-1-2,65,AT19-1-2-65,core,Sin_identificar,1,2,0.31819,0.06243
Pacific,Gulf of Panama,Saboga,AT19-1-2,70,AT19-1-2-70,core,.,0,0,0.2685,0.059228
Pacific,Gulf of Panama,Saboga,AT19-1-2,75,AT19-1-2-75,core,Haemulidae,2,6,0.31357,0.06646
Pacific,Gulf of Panama,Saboga,AT19-1-2,75,AT19-1-2-75,core,Engraulidae,1,6,0.31357,0.06646
Pacific,Gulf of Panama,Saboga,AT19-1-2,75,AT19-1-2-75,core,Sciaenidae,1,6,0.31357,0.06646
Pacific,Gulf of Panama,Saboga,AT19-1-2,75,AT19-1-2-75,core,Paralichthyidae,1,6,0.31357,0.06646
Pacific,Gulf of Panama,Saboga,AT19-1-2,75,AT19-1-2-75,core,Sin_identificar,1,6,0.31357,0.06646
Pacific,Gulf of Panama,Saboga,AT19-1-2,80,AT19-1-2-80,core,Gobiidae,1,2,0.3031,0.07486
Pacific,Gulf of Panama,Saboga,AT19-1-2,80,AT19-1-2-80,core,Sin_identificar,1,2,0.3031,0.07486
Pacific,Gulf of Panama,Saboga,AT19-1-2,85,AT19-1-2-85,core,Sin_identificar,1,1,0.32332,0.06696
Pacific,Gulf of Panama,Saboga,AT19-1-2,90,AT19-1-2-90,core,Pomacentridae,1,1,0.28538,0.054202
Pacific,Gulf of Panama,Saboga,AT19-1-2,95,AT19-1-2-95,core,Pomacentridae,1,1,0.30454,0.05158
Pacific,Gulf of Panama,Saboga,AT19-1-2,100,AT19-1-2-100,core,Haemulidae,1,4,0.30203,0.056278
Pacific,Gulf of Panama,Saboga,AT19-1-2,100,AT19-1-2-100,core,Scorpaenidae,1,4,0.30203,0.056278
Pacific,Gulf of Panama,Saboga,AT19-1-2,100,AT19-1-2-100,core,Apogonidae,1,4,0.30203,0.056278
Pacific,Gulf of Panama,Saboga,AT19-1-2,100,AT19-1-2-100,core,Sin_identificar,1,4,0.30203,0.056278
Pacific,Gulf of Panama,Saboga,AT19-1-2,105,AT19-1-2-105,core,Ophidiidae,1,7,0.28818,0.05478
Pacific,Gulf of Panama,Saboga,AT19-1-2,105,AT19-1-2-105,core,Peristediidae,1,7,0.28818,0.05478
Pacific,Gulf of Panama,Saboga,AT19-1-2,105,AT19-1-2-105,core,Engraulidae,1,7,0.28818,0.05478
Pacific,Gulf of Panama,Saboga,AT19-1-2,105,AT19-1-2-105,core,Gobiidae,1,7,0.28818,0.05478
Pacific,Gulf of Panama,Saboga,AT19-1-2,105,AT19-1-2-105,core,Sin_identificar,3,7,0.28818,0.05478
Pacific,Gulf of Panama,Saboga,AT19-1-2,110,AT19-1-2-110,core,Scorpaenidae,2,3,0.23451,0.054436
Pacific,Gulf of Panama,Saboga,AT19-1-2,110,AT19-1-2-110,core,Sin_identificar,1,3,0.23451,0.054436
Pacific,Gulf of Panama,Saboga,AT19-1-2,115,AT19-1-2-115,core,Serranidae,1,9,0.30364,0.067726
Pacific,Gulf of Panama,Saboga,AT19-1-2,115,AT19-1-2-115,core,Pomacentridae,1,9,0.30364,0.067726
Pacific,Gulf of Panama,Saboga,AT19-1-2,115,AT19-1-2-115,core,Gobiidae,3,9,0.30364,0.067726
Pacific,Gulf of Panama,Saboga,AT19-1-2,115,AT19-1-2-115,core,Engraulidae,2,9,0.30364,0.067726
Pacific,Gulf of Panama,Saboga,AT19-1-2,115,AT19-1-2-115,core,Labridae,1,9,0.30364,0.067726
Pacific,Gulf of Panama,Saboga,AT19-1-2,115,AT19-1-2-115,core,Sin_identificar,1,9,0.30364,0.067726
Pacific,Gulf of Panama,Saboga,AT19-1-2,120,AT19-1-2-120,core,Gobiidae,1,3,0.29226,0.056548
Pacific,Gulf of Panama,Saboga,AT19-1-2,120,AT19-1-2-120,core,Engraulidae,1,3,0.29226,0.056548
Pacific,Gulf of Panama,Saboga,AT19-1-2,120,AT19-1-2-120,core,Sin_identificar,1,3,0.29226,0.056548
Pacific,Gulf of Panama,Saboga,AT19-1-2,125,AT19-1-2-125,core,Sparidae,1,5,0.28633,0.056331
Pacific,Gulf of Panama,Saboga,AT19-1-2,125,AT19-1-2-125,core,Serranidae,1,5,0.28633,0.056331
Pacific,Gulf of Panama,Saboga,AT19-1-2,125,AT19-1-2-125,core,Apogonidae,1,5,0.28633,0.056331
Pacific,Gulf of Panama,Saboga,AT19-1-2,125,AT19-1-2-125,core,Gobiidae,1,5,0.28633,0.056331
Pacific,Gulf of Panama,Saboga,AT19-1-2,125,AT19-1-2-125,core,Sin_identificar,1,5,0.28633,0.056331
Pacific,Gulf of Panama,Saboga,AT19-1-2,130,AT19-1-2-130,core,Gobiidae,1,9,0.31089,0.071208
Pacific,Gulf of Panama,Saboga,AT19-1-2,130,AT19-1-2-130,core,Pomacentridae,1,9,0.31089,0.071208
Pacific,Gulf of Panama,Saboga,AT19-1-2,130,AT19-1-2-130,core,Engraulidae,2,9,0.31089,0.071208
Pacific,Gulf of Panama,Saboga,AT19-1-2,130,AT19-1-2-130,core,Paralichthyidae,1,9,0.31089,0.071208
Pacific,Gulf of Panama,Saboga,AT19-1-2,130,AT19-1-2-130,core,Sin_identificar,4,9,0.31089,0.071208
Pacific,Gulf of Panama,Saboga,AT19-1-2,135,AT19-1-2-135,core,Sin_identificar,1,4,0.25162,0.057047
Pacific,Gulf of Panama,Saboga,AT19-1-2,135,AT19-1-2-135,core,Gobiidae,1,4,0.25162,0.057047
Pacific,Gulf of Panama,Saboga,AT19-1-2,135,AT19-1-2-135,core,Scorpaenidae,1,4,0.25162,0.057047
Pacific,Gulf of Panama,Saboga,AT19-1-2,135,AT19-1-2-135,core,Sciaenidae,1,4,0.25162,0.057047
Pacific,Gulf of Panama,Saboga,AT19-1-2,140,AT19-1-2-140,core,Gobiidae,1,7,0.30158,0.069621
Pacific,Gulf of Panama,Saboga,AT19-1-2,140,AT19-1-2-140,core,Paralichthyidae,1,7,0.30158,0.069621
Pacific,Gulf of Panama,Saboga,AT19-1-2,140,AT19-1-2-140,core,Pomacentridae,1,7,0.30158,0.069621
Pacific,Gulf of Panama,Saboga,AT19-1-2,140,AT19-1-2-140,core,Haemulidae,1,7,0.30158,0.069621
Pacific,Gulf of Panama,Saboga,AT19-1-2,140,AT19-1-2-140,core,Labridae,1,7,0.30158,0.069621
Pacific,Gulf of Panama,Saboga,AT19-1-2,140,AT19-1-2-140,core,Sin_identificar,2,7,0.30158,0.069621
Pacific,Gulf of Panama,Saboga,AT19-1-2,145,AT19-1-2-145,core,Gobiidae,4,4,0.29206,0.073618
Pacific,Gulf of Panama,Saboga,AT19-1-2,150,AT19-1-2-150,core,Apogonidae,1,5,0.2968,0.08938
Pacific,Gulf of Panama,Saboga,AT19-1-2,150,AT19-1-2-150,core,Engraulidae,1,5,0.2968,0.08938
Pacific,Gulf of Panama,Saboga,AT19-1-2,150,AT19-1-2-150,core,Sin_identificar,3,5,0.2968,0.08938
Pacific,Gulf of Panama,Saboga,AT19-1-2,155,AT19-1-2-155,core,Gobiidae,2,7,0.29306,0.08113
Pacific,Gulf of Panama,Saboga,AT19-1-2,155,AT19-1-2-155,core,Engraulidae,2,7,0.29306,0.08113
Pacific,Gulf of Panama,Saboga,AT19-1-2,155,AT19-1-2-155,core,Sciaenidae,1,7,0.29306,0.08113
Pacific,Gulf of Panama,Saboga,AT19-1-2,155,AT19-1-2-155,core,Sin_identificar,2,7,0.29306,0.08113
Pacific,Gulf of Panama,Saboga,AT19-1-2,160,AT19-1-2-160,core,Sparidae,1,6,0.29773,0.067947
Pacific,Gulf of Panama,Saboga,AT19-1-2,160,AT19-1-2-160,core,Engraulidae,1,6,0.29773,0.067947
Pacific,Gulf of Panama,Saboga,AT19-1-2,160,AT19-1-2-160,core,Gobiidae,2,6,0.29773,0.067947
Pacific,Gulf of Panama,Saboga,AT19-1-2,160,AT19-1-2-160,core,Sin_identificar,2,6,0.29773,0.067947
Pacific,Gulf of Panama,Saboga,AT19-1-2,165,AT19-1-2-165,core,Pomacentridae,1,6,0.28146,0.066162
Pacific,Gulf of Panama,Saboga,AT19-1-2,165,AT19-1-2-165,core,Sin_identificar,5,6,0.28146,0.066162
Pacific,Gulf of Panama,Saboga,AT19-1-2,170,AT19-1-2-170,core,Serranidae,2,9,0.30498,0.089234
Pacific,Gulf of Panama,Saboga,AT19-1-2,170,AT19-1-2-170,core,Gobiidae,2,9,0.30498,0.089234
Pacific,Gulf of Panama,Saboga,AT19-1-2,170,AT19-1-2-170,core,Haemulidae,1,9,0.30498,0.089234
Pacific,Gulf of Panama,Saboga,AT19-1-2,170,AT19-1-2-170,core,Pomacentridae,1,9,0.30498,0.089234
Pacific,Gulf of Panama,Saboga,AT19-1-2,170,AT19-1-2-170,core,Sin_identificar,3,9,0.30498,0.089234
Pacific,Gulf of Panama,Saboga,AT19-1-2,175,AT19-1-2-175,core,Engraulidae,1,5,0.31516,0.070878
Pacific,Gulf of Panama,Saboga,AT19-1-2,175,AT19-1-2-175,core,Sin_identificar,4,5,0.31516,0.070878
Pacific,Gulf of Panama,Saboga,AT19-1-2,180,AT19-1-2-180,core,Gobiidae,1,6,0.33095,0.074486
Pacific,Gulf of Panama,Saboga,AT19-1-2,180,AT19-1-2-180,core,Sin_identificar,5,6,0.33095,0.074486
Pacific,Gulf of Panama,Saboga,AT19-1-2,185,AT19-1-2-185,core,Engraulidae,1,8,0.28814,0.080362
Pacific,Gulf of Panama,Saboga,AT19-1-2,185,AT19-1-2-185,core,Gobiidae,2,8,0.28814,0.080362
Pacific,Gulf of Panama,Saboga,AT19-1-2,185,AT19-1-2-185,core,Apogonidae,1,8,0.28814,0.080362
Pacific,Gulf of Panama,Saboga,AT19-1-2,185,AT19-1-2-185,core,Scorpaenidae,1,8,0.28814,0.080362
Pacific,Gulf of Panama,Saboga,AT19-1-2,185,AT19-1-2-185,core,Sin_identificar,3,8,0.28814,0.080362
Pacific,Gulf of Panama,Saboga,AT19-1-2,190,AT19-1-2-190,core,Sciaenidae,1,8,0.32401,0.085062
Pacific,Gulf of Panama,Saboga,AT19-1-2,190,AT19-1-2-190,core,Labridae,1,8,0.32401,0.085062
Pacific,Gulf of Panama,Saboga,AT19-1-2,190,AT19-1-2-190,core,Sin_identificar,1,8,0.32401,0.085062
Pacific,Gulf of Panama,Saboga,AT19-1-2,190,AT19-1-2-190,core,Haemulidae,1,8,0.32401,0.085062
Pacific,Gulf of Panama,Saboga,AT19-1-2,190,AT19-1-2-190,core,Apogonidae,3,8,0.32401,0.085062
Pacific,Gulf of Panama,Saboga,AT19-1-2,190,AT19-1-2-190,core,Gobiidae,1,8,0.32401,0.085062
Pacific,Gulf of Panama,Saboga,AT19-1-2,195,AT19-1-2-195,core,Belonidae,1,8,0.27902,0.068393
Pacific,Gulf of Panama,Saboga,AT19-1-2,195,AT19-1-2-195,core,Serranidae,1,8,0.27902,0.068393
Pacific,Gulf of Panama,Saboga,AT19-1-2,195,AT19-1-2-195,core,Labridae,2,8,0.27902,0.068393
Pacific,Gulf of Panama,Saboga,AT19-1-2,195,AT19-1-2-195,core,Gobiidae,1,8,0.27902,0.068393
Pacific,Gulf of Panama,Saboga,AT19-1-2,195,AT19-1-2-195,core,Sin_identificar,3,8,0.27902,0.068393
Pacific,Gulf of Panama,Saboga,AT19-1-2,200,AT19-1-2-200,core,Engraulidae,2,4,0.27157,0.066019
Pacific,Gulf of Panama,Saboga,AT19-1-2,200,AT19-1-2-200,core,Lutjanidae,1,4,0.27157,0.066019
Pacific,Gulf of Panama,Saboga,AT19-1-2,200,AT19-1-2-200,core,Sin_identificar,1,4,0.27157,0.066019
Pacific,Gulf of Panama,Saboga,AT19-1-2,205,AT19-1-2-205,core,Apogonidae,1,6,0.25986,0.066391
Pacific,Gulf of Panama,Saboga,AT19-1-2,205,AT19-1-2-205,core,Pomacentridae,1,6,0.25986,0.066391
Pacific,Gulf of Panama,Saboga,AT19-1-2,205,AT19-1-2-205,core,Engraulidae,1,6,0.25986,0.066391
Pacific,Gulf of Panama,Saboga,AT19-1-2,205,AT19-1-2-205,core,Gobiidae,2,6,0.25986,0.066391
Pacific,Gulf of Panama,Saboga,AT19-1-2,205,AT19-1-2-205,core,Sin_identificar,1,6,0.25986,0.066391
Pacific,Gulf of Panama,Saboga,AT19-1-2,210,AT19-1-2-210,core,Gobiidae,1,3,0.28746,0.066611
Pacific,Gulf of Panama,Saboga,AT19-1-2,210,AT19-1-2-210,core,Sin_identificar,2,3,0.28746,0.066611
Pacific,Gulf of Panama,Saboga,AT19-1-2,215,AT19-1-2-215,core,Labridae,1,4,0.2443,0.06901
Pacific,Gulf of Panama,Saboga,AT19-1-2,215,AT19-1-2-215,core,Engraulidae,1,4,0.2443,0.06901
Pacific,Gulf of Panama,Saboga,AT19-1-2,215,AT19-1-2-215,core,Gobiidae,1,4,0.2443,0.06901
Pacific,Gulf of Panama,Saboga,AT19-1-2,215,AT19-1-2-215,core,Sin_identificar,1,4,0.2443,0.06901
Pacific,Gulf of Panama,Saboga,AT19-1-2,220,AT19-1-2-220,core,Pomacentridae,2,4,0.23594,0.069625
Pacific,Gulf of Panama,Saboga,AT19-1-2,220,AT19-1-2-220,core,Atherinidae,1,4,0.23594,0.069625
Pacific,Gulf of Panama,Saboga,AT19-1-2,220,AT19-1-2-220,core,Gobiidae,1,4,0.23594,0.069625
Pacific,Gulf of Panama,Saboga,AT19-1-2,225,AT19-1-2-225,core,Pomacentridae,1,4,0.23299,0.055572
Pacific,Gulf of Panama,Saboga,AT19-1-2,225,AT19-1-2-225,core,Engraulidae,1,4,0.23299,0.055572
Pacific,Gulf of Panama,Saboga,AT19-1-2,225,AT19-1-2-225,core,Sin_identificar,2,4,0.23299,0.055572
Pacific,Gulf of Panama,Saboga,AT19-1-2,230,AT19-1-2-230,core,Sin_identificar,1,4,0.23796,0.063536
Pacific,Gulf of Panama,Saboga,AT19-1-2,230,AT19-1-2-230,core,Haemulidae,2,4,0.23796,0.063536
Pacific,Gulf of Panama,Saboga,AT19-1-2,230,AT19-1-2-230,core,Gobiidae,1,4,0.23796,0.063536
Pacific,Gulf of Panama,Saboga,AT19-1-2,235,AT19-1-2-235,core,Engraulidae,1,7,0.22995,0.087612
Pacific,Gulf of Panama,Saboga,AT19-1-2,235,AT19-1-2-235,core,Gobiidae,1,7,0.22995,0.087612
Pacific,Gulf of Panama,Saboga,AT19-1-2,235,AT19-1-2-235,core,Scorpaenidae,2,7,0.22995,0.087612
Pacific,Gulf of Panama,Saboga,AT19-1-2,235,AT19-1-2-235,core,Pomacentridae,1,7,0.22995,0.087612
Pacific,Gulf of Panama,Saboga,AT19-1-2,235,AT19-1-2-235,core,Sin_identificar,2,7,0.22995,0.087612
Pacific,Gulf of Panama,Saboga,AT19-1-2,240,AT19-1-2-240,core,Gobiidae,3,6,0.24335,0.066505
Pacific,Gulf of Panama,Saboga,AT19-1-2,240,AT19-1-2-240,core,Engraulidae,1,6,0.24335,0.066505
Pacific,Gulf of Panama,Saboga,AT19-1-2,240,AT19-1-2-240,core,Sin_identificar,2,6,0.24335,0.066505
Pacific,Gulf of Panama,Saboga,AT19-1-2,245,AT19-1-2-245,core,Gobiidae,1,5,0.24028,0.078147
Pacific,Gulf of Panama,Saboga,AT19-1-2,245,AT19-1-2-245,core,Engraulidae,1,5,0.24028,0.078147
Pacific,Gulf of Panama,Saboga,AT19-1-2,245,AT19-1-2-245,core,Sin_identificar,3,5,0.24028,0.078147
Pacific,Gulf of Panama,Saboga,AT19-1-2,250,AT19-1-2-250,core,Haemulidae,1,6,0.29955,0.078425
Pacific,Gulf of Panama,Saboga,AT19-1-2,250,AT19-1-2-250,core,Gobiidae,1,6,0.29955,0.078425
Pacific,Gulf of Panama,Saboga,AT19-1-2,250,AT19-1-2-250,core,Scorpaenidae,1,6,0.29955,0.078425
Pacific,Gulf of Panama,Saboga,AT19-1-2,250,AT19-1-2-250,core,Sin_identificar,3,6,0.29955,0.078425
Pacific,Gulf of Panama,Saboga,AT19-1-2,255,AT19-1-2-255,core,Haemulidae,1,3,0.26471,0.091294
Pacific,Gulf of Panama,Saboga,AT19-1-2,255,AT19-1-2-255,core,Apogonidae,1,3,0.26471,0.091294
Pacific,Gulf of Panama,Saboga,AT19-1-2,255,AT19-1-2-255,core,Sin_identificar,1,3,0.26471,0.091294
Pacific,Gulf of Panama,Saboga,AT19-1-2,260,AT19-1-2-260,core,Gobiidae,1,4,0.25116,0.087993
Pacific,Gulf of Panama,Saboga,AT19-1-2,260,AT19-1-2-260,core,Engraulidae,1,4,0.25116,0.087993
Pacific,Gulf of Panama,Saboga,AT19-1-2,260,AT19-1-2-260,core,Scorpaenidae,1,4,0.25116,0.087993
Pacific,Gulf of Panama,Saboga,AT19-1-2,260,AT19-1-2-260,core,Sin_identificar,1,4,0.25116,0.087993
Pacific,Gulf of Panama,Saboga,AT19-1-2,265,AT19-1-2-265,core,Apogonidae,1,4,0.24754,0.072106
Pacific,Gulf of Panama,Saboga,AT19-1-2,265,AT19-1-2-265,core,Labridae,1,4,0.24754,0.072106
Pacific,Gulf of Panama,Saboga,AT19-1-2,265,AT19-1-2-265,core,Sin_identificar,2,4,0.24754,0.072106
Pacific,Gulf of Panama,Saboga,AT19-1-2,270,AT19-1-2-270,core,Pomacentridae,2,7,0.25437,0.0737
Pacific,Gulf of Panama,Saboga,AT19-1-2,270,AT19-1-2-270,core,Carapidae,2,7,0.25437,0.0737
Pacific,Gulf of Panama,Saboga,AT19-1-2,270,AT19-1-2-270,core,Gobiidae,1,7,0.25437,0.0737
Pacific,Gulf of Panama,Saboga,AT19-1-2,270,AT19-1-2-270,core,Sin_identificar,2,7,0.25437,0.0737
Pacific,Gulf of Panama,Saboga,AT19-1-2,275,AT19-1-2-275,core,Lutjanidae,1,3,0.25892,0.060009
Pacific,Gulf of Panama,Saboga,AT19-1-2,275,AT19-1-2-275,core,Engraulidae,1,3,0.25892,0.060009
Pacific,Gulf of Panama,Saboga,AT19-1-2,275,AT19-1-2-275,core,Sin_identificar,1,3,0.25892,0.060009
Pacific,Gulf of Panama,Saboga,AT19-1-2,280,AT19-1-2-280,core,Sin_identificar,1,1,0.26036,0.082257
Pacific,Gulf of Panama,Saboga,AT19-1-2,285,AT19-1-2-285,core,Apogonidae,2,5,0.26176,0.097618
Pacific,Gulf of Panama,Saboga,AT19-1-2,285,AT19-1-2-285,core,Haemulidae,1,5,0.26176,0.097618
Pacific,Gulf of Panama,Saboga,AT19-1-2,285,AT19-1-2-285,core,Gobiidae,1,5,0.26176,0.097618
Pacific,Gulf of Panama,Saboga,AT19-1-2,285,AT19-1-2-285,core,Scorpaenidae,1,5,0.26176,0.097618
Pacific,Gulf of Panama,Saboga,AT19-1-2,290,AT19-1-2-290,core,Sin_identificar,4,4,0.29635,0.082089
Pacific,Gulf of Panama,Saboga,AT19-1-2,295,AT19-1-2-295,core,Engraulidae,2,4,0.28811,0.082532
Pacific,Gulf of Panama,Saboga,AT19-1-2,295,AT19-1-2-295,core,Gobiidae,1,4,0.28811,0.082532
Pacific,Gulf of Panama,Saboga,AT19-1-2,295,AT19-1-2-295,core,Sin_identificar,1,4,0.28811,0.082532
Pacific,Gulf of Panama,Saboga,AT19-1-2,300,AT19-1-2-300,core,Gobiidae,3,7,0.28476,0.089793
Pacific,Gulf of Panama,Saboga,AT19-1-2,300,AT19-1-2-300,core,Engraulidae,1,7,0.28476,0.089793
Pacific,Gulf of Panama,Saboga,AT19-1-2,300,AT19-1-2-300,core,Scorpaenidae,1,7,0.28476,0.089793
Pacific,Gulf of Panama,Saboga,AT19-1-2,300,AT19-1-2-300,core,Haemulidae,1,7,0.28476,0.089793
Pacific,Gulf of Panama,Saboga,AT19-1-2,300,AT19-1-2-300,core,Sin_identificar,1,7,0.28476,0.089793
Pacific,Gulf of Panama,Saboga,AT19-1-2,305,AT19-1-2-305,core,Lutjanidae,1,2,0.26971,0.07801
Pacific,Gulf of Panama,Saboga,AT19-1-2,305,AT19-1-2-305,core,Gobiidae,1,2,0.26971,0.07801
Pacific,Gulf of Panama,Saboga,AT19-1-2,310,AT19-1-2-310,core,Engraulidae,3,4,0.27535,0.068151
Pacific,Gulf of Panama,Saboga,AT19-1-2,310,AT19-1-2-310,core,Apogonidae,1,4,0.27535,0.068151
Pacific,Gulf of Panama,Saboga,AT19-1-2,315,AT19-1-2-315,core,Gobiidae,4,7,0.303,0.101208
Pacific,Gulf of Panama,Saboga,AT19-1-2,315,AT19-1-2-315,core,Engraulidae,1,7,0.303,0.101208
Pacific,Gulf of Panama,Saboga,AT19-1-2,315,AT19-1-2-315,core,Sin_identificar,2,7,0.303,0.101208
Pacific,Gulf of Panama,Saboga,AT19-1-2,320,AT19-1-2-320,core,Gobiidae,3,5,0.25687,0.079584
Pacific,Gulf of Panama,Saboga,AT19-1-2,320,AT19-1-2-320,core,Scorpaenidae,1,5,0.25687,0.079584
Pacific,Gulf of Panama,Saboga,AT19-1-2,320,AT19-1-2-320,core,Sin_identificar,1,5,0.25687,0.079584
Pacific,Gulf of Panama,Saboga,AT19-1-2,325,AT19-1-2-325,core,Engraulidae,3,4,0.24675,0.076195
Pacific,Gulf of Panama,Saboga,AT19-1-2,325,AT19-1-2-325,core,Gobiidae,1,4,0.24675,0.076195
Pacific,Gulf of Panama,Saboga,AT19-1-2,330,AT19-1-2-330,core,Haemulidae,1,6,0.28129,0.091263
Pacific,Gulf of Panama,Saboga,AT19-1-2,330,AT19-1-2-330,core,Lutjanidae,1,6,0.28129,0.091263
Pacific,Gulf of Panama,Saboga,AT19-1-2,330,AT19-1-2-330,core,Gobiidae,1,6,0.28129,0.091263
Pacific,Gulf of Panama,Saboga,AT19-1-2,330,AT19-1-2-330,core,Sin_identificar,3,6,0.28129,0.091263
Pacific,Gulf of Panama,Saboga,AT19-1-2,335,AT19-1-2-335,core,Haemulidae,2,4,0.30943,0.105655
Pacific,Gulf of Panama,Saboga,AT19-1-2,335,AT19-1-2-335,core,Gobiidae,1,4,0.30943,0.105655
Pacific,Gulf of Panama,Saboga,AT19-1-2,335,AT19-1-2-335,core,Sin_identificar,1,4,0.30943,0.105655
Pacific,Gulf of Panama,Saboga,AT19-1-2,340,AT19-1-2-340,core,Sin_identificar,3,3,0.21034,0.05254
Pacific,Gulf of Panama,Saboga,AT19-1-2,345,AT19-1-2-345,core,Apogonidae,1,3,0.12028,0.042752
Pacific,Gulf of Panama,Saboga,AT19-1-2,345,AT19-1-2-345,core,Gobiidae,1,3,0.12028,0.042752
Pacific,Gulf of Panama,Saboga,AT19-1-2,345,AT19-1-2-345,core,Engraulidae,1,3,0.12028,0.042752
Pacific,Gulf of Panama,Saboga,AT19-1-3,5,AT19-1-3-5,core,Gobiidae,2,2,0.26475,0.062328
Pacific,Gulf of Panama,Saboga,AT19-1-3,10,AT19-1-3-10,core,.,0,0,0.30638,0.061822
Pacific,Gulf of Panama,Saboga,AT19-1-3,15,AT19-1-3-15,core,.,.,.,.,.
Pacific,Gulf of Panama,Saboga,AT19-1-3,20,AT19-1-3-20,core,Gobiidae,1,2,0.30006,0.058817
Pacific,Gulf of Panama,Saboga,AT19-1-3,20,AT19-1-3-20,core,Engraulidae,1,2,0.30006,0.058817
Pacific,Gulf of Panama,Saboga,AT19-1-3,25,AT19-1-3-25,core,Haemulidae,1,6,0.27276,0.057164
Pacific,Gulf of Panama,Saboga,AT19-1-3,25,AT19-1-3-25,core,Apogonidae,1,6,0.27276,0.057164
Pacific,Gulf of Panama,Saboga,AT19-1-3,25,AT19-1-3-25,core,Engraulidae,2,6,0.27276,0.057164
Pacific,Gulf of Panama,Saboga,AT19-1-3,25,AT19-1-3-25,core,Gobiidae,2,6,0.27276,0.057164
