Family,MajorAxisLength,MinorAxisLength,Sample,Oto length (mm),Oto length (um),Type age,Region,Locality
Gobiidae,95.001808,86.0109837,AT13-7-5,0.95001808,950.01808,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,95.00189248,76.70392304,AT12-2-1,0.950018925,950.0189248,Holocene,Bocas,Sunset Point
Gobiidae,95.01458763,90.57860676,AT13-7-7,0.950145876,950.1458763,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,95.08277399,78.17565491,AT12-2-1,0.95082774,950.8277399,Holocene,Bocas,Sunset Point
Gobiidae,95.36861387,78.29245808,AT13-7-5,0.953686139,953.6861387,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,95.37608633,78.05199488,AT12-2-1,0.953760863,953.7608633,Holocene,Bocas,Sunset Point
Gobiidae,95.50832104,80.13656109,AT13-7-7,0.95508321,955.0832104,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,95.52960525,88.94032795,AT13-7-4,0.955296053,955.2960525,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,95.57762535,81.04989964,AT12-2-3,0.955776254,955.7762535,Holocene,Bocas,Sunset Point
Gobiidae,95.61276734,74.53046166,AT13-7-7,0.956127673,956.1276734,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,95.69505284,80.20125557,AT13-7-6,0.956950528,956.9505284,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,95.71416731,84.62333758,AT13-7-6,0.957141673,957.1416731,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,95.71619998,76.0742328,AT13-7-7,0.957162,957.1619998,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,95.7445232,87.84955595,AT13-4-3,0.957445232,957.445232,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,95.76378645,81.0021916,AT13-4-3,0.957637865,957.6378645,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,95.8024934,83.4555962,AT13-4-3,0.958024934,958.024934,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,95.94844716,81.49701834,AT12-2-2,0.959484472,959.4844716,Holocene,Bocas,Sunset Point
Gobiidae,95.96176624,80.35546251,AT13-7-4,0.959617662,959.6176624,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,96.1520678,78.9564634,AT13-4-3,0.961520678,961.520678,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,96.25032862,85.36568693,AT12-2-1,0.962503286,962.5032862,Holocene,Bocas,Sunset Point
Gobiidae,96.35913977,83.79068104,AT13-4-3,0.963591398,963.5913977,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,96.38827211,83.74486825,AT12-2-3,0.963882721,963.8827211,Holocene,Bocas,Sunset Point
Gobiidae,96.5270004,77.38430437,AT12-2-3,0.965270004,965.270004,Holocene,Bocas,Sunset Point
Gobiidae,96.57807047,83.21583532,AT12-2-4,0.965780705,965.7807047,Holocene,Bocas,Sunset Point
Gobiidae,96.59446703,85.74605407,AT13-7-5,0.96594467,965.9446703,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,96.63670713,81.49250376,AT12-2-1,0.966367071,966.3670713,Holocene,Bocas,Sunset Point
Gobiidae,96.65828419,82.07119768,AT13-7-7,0.966582842,966.5828419,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,96.70496019,79.71553301,AT13-7-5,0.967049602,967.0496019,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,96.7771103,87.4154637,AT13-4-2,0.967771103,967.771103,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,96.81827323,86.45975945,AT13-7-7,0.968182732,968.1827323,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,96.86748021,85.24177674,AT12-2-3,0.968674802,968.6748021,Holocene,Bocas,Sunset Point
Gobiidae,96.91721362,81.06718917,AT13-7-6,0.969172136,969.1721362,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,96.95166012,90.50071449,AT13-7-7,0.969516601,969.5166012,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,96.98473329,81.41367966,AT13-7-6,0.969847333,969.8473329,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,97.01047034,83.21631742,AT12-2-3,0.970104703,970.1047034,Holocene,Bocas,Sunset Point
Gobiidae,97.02013035,82.06663314,AT13-7-6,0.970201304,970.2013035,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,97.03100443,81.25774401,AT12-2-3,0.970310044,970.3100443,Holocene,Bocas,Sunset Point
Gobiidae,97.2274231,82.14553418,AT13-7-4,0.972274231,972.274231,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,97.38459719,79.16509077,AT13-7-6,0.973845972,973.8459719,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,97.43167275,84.18381975,AT13-4-3,0.974316728,974.3167275,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,97.43744791,80.45494595,AT13-7-7,0.974374479,974.3744791,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,97.47483507,85.87455167,AT13-7-5,0.974748351,974.7483507,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,97.49238485,83.27681684,AT13-7-4,0.974923849,974.9238485,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,97.53206515,81.23251255,AT13-7-4,0.975320652,975.3206515,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,97.59271183,83.00431592,AT13-7-7,0.975927118,975.9271183,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,97.62541478,81.69467826,AT12-2-1,0.976254148,976.2541478,Holocene,Bocas,Sunset Point
Gobiidae,97.70003437,88.06929326,AT13-7-6,0.977000344,977.0003437,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,97.92003254,83.08907026,AT12-2-3,0.979200325,979.2003254,Holocene,Bocas,Sunset Point
Gobiidae,97.94037013,85.0029076,AT13-7-7,0.979403701,979.4037013,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,98.05914458,75.77685369,AT12-2-4,0.980591446,980.5914458,Holocene,Bocas,Sunset Point
Gobiidae,98.09478573,84.21426279,AT12-2-3,0.980947857,980.9478573,Holocene,Bocas,Sunset Point
Gobiidae,98.11671514,80.91615357,AT13-7-5,0.981167151,981.1671514,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,98.15604323,80.65613734,AT13-7-7,0.981560432,981.5604323,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,98.24596223,87.64955365,AT13-7-6,0.982459622,982.4596223,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,98.26580076,81.23227814,AT13-7-6,0.982658008,982.6580076,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,98.34529901,76.60268833,AT12-2-4,0.98345299,983.4529901,Holocene,Bocas,Sunset Point
Gobiidae,98.44622013,85.784655,AT13-7-5,0.984462201,984.4622013,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,98.5045468,84.10212373,AT13-7-5,0.985045468,985.045468,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,98.53916319,85.38664713,AT13-7-5,0.985391632,985.3916319,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,98.55558641,81.46822527,AT12-2-4,0.985555864,985.5558641,Holocene,Bocas,Sunset Point
Gobiidae,98.59400496,86.43080631,AT12-2-3,0.98594005,985.9400496,Holocene,Bocas,Sunset Point
Gobiidae,98.61052893,78.56887539,AT12-2-3,0.986105289,986.1052893,Holocene,Bocas,Sunset Point
Gobiidae,98.84804559,83.75279676,AT13-7-5,0.988480456,988.4804559,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,98.90549382,84.59499544,AT12-2-3,0.989054938,989.0549382,Holocene,Bocas,Sunset Point
Gobiidae,98.95072406,84.93748867,AT13-7-4,0.989507241,989.5072406,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,99.0061847,85.92636948,AT12-2-2,0.990061847,990.061847,Holocene,Bocas,Sunset Point
Gobiidae,99.03546958,87.5704481,AT13-7-7,0.990354696,990.3546958,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,99.13366628,90.73822952,AT13-7-7,0.991336663,991.3366628,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,99.30553637,82.36597354,AT12-2-4,0.993055364,993.0553637,Holocene,Bocas,Sunset Point
Gobiidae,99.31059186,84.90478326,AT13-7-5,0.993105919,993.1059186,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,99.35807427,82.47919495,AT13-7-7,0.993580743,993.5807427,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,99.39608964,82.5164174,AT12-2-2,0.993960896,993.9608964,Holocene,Bocas,Sunset Point
Gobiidae,99.43985282,91.16077043,AT12-2-1,0.994398528,994.3985282,Holocene,Bocas,Sunset Point
Gobiidae,99.45271577,84.57446785,AT13-7-4,0.994527158,994.5271577,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,99.47161764,86.73546109,AT12-2-1,0.994716176,994.7161764,Holocene,Bocas,Sunset Point
Gobiidae,99.52269658,82.97100802,AT12-2-3,0.995226966,995.2269658,Holocene,Bocas,Sunset Point
Gobiidae,99.54491819,84.98203232,AT12-2-3,0.995449182,995.4491819,Holocene,Bocas,Sunset Point
Gobiidae,99.77005432,83.89558352,AT12-2-1,0.997700543,997.7005432,Holocene,Bocas,Sunset Point
Gobiidae,99.79382572,83.31549553,AT12-2-3,0.997938257,997.9382572,Holocene,Bocas,Sunset Point
Gobiidae,99.86579084,82.19877968,AT13-7-7,0.998657908,998.6579084,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,99.86872021,81.7848611,AT13-7-4,0.998687202,998.6872021,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,99.88663808,84.71189784,AT13-7-6,0.998866381,998.8663808,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,100.1972959,80.36336158,AT13-7-7,1.001972959,1001.972959,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,100.2101632,83.96570765,AT13-7-6,1.002101632,1002.101632,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,100.2231153,83.78644153,AT12-2-1,1.002231153,1002.231153,Holocene,Bocas,Sunset Point
Gobiidae,100.3086594,84.84249174,AT13-7-5,1.003086594,1003.086594,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,100.4105964,86.79125777,AT12-2-1,1.004105964,1004.105964,Holocene,Bocas,Sunset Point
Gobiidae,100.4399328,85.45179108,AT13-7-5,1.004399328,1004.399328,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,100.4428818,83.00512239,AT13-7-5,1.004428818,1004.428818,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,100.4461316,82.81493635,AT12-2-1,1.004461316,1004.461316,Holocene,Bocas,Sunset Point
Gobiidae,100.491062,97.193525,AT13-7-5,1.00491062,1004.91062,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,100.4969529,85.76372322,AT13-7-7,1.004969529,1004.969529,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,100.5610099,82.91340935,AT13-4-3,1.005610099,1005.610099,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,100.5879325,81.73034418,AT13-4-3,1.005879325,1005.879325,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,100.6773233,84.53060269,AT12-2-3,1.006773233,1006.773233,Holocene,Bocas,Sunset Point
Gobiidae,100.7143383,81.41975352,AT13-7-4,1.007143383,1007.143383,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,100.7167381,84.76988315,AT12-2-3,1.007167381,1007.167381,Holocene,Bocas,Sunset Point
Gobiidae,100.8054607,91.41801275,AT12-2-3,1.008054607,1008.054607,Holocene,Bocas,Sunset Point
Gobiidae,100.854082,82.18905503,AT13-7-7,1.00854082,1008.54082,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,100.901845,78.09532565,AT12-2-1,1.00901845,1009.01845,Holocene,Bocas,Sunset Point
Gobiidae,100.9523406,84.42508652,AT13-7-5,1.009523406,1009.523406,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,101.0035504,83.33952637,AT12-2-3,1.010035504,1010.035504,Holocene,Bocas,Sunset Point
Gobiidae,101.0302865,86.95604994,AT12-2-4,1.010302865,1010.302865,Holocene,Bocas,Sunset Point
Gobiidae,101.0945514,86.55716271,AT12-2-1,1.010945514,1010.945514,Holocene,Bocas,Sunset Point
Gobiidae,101.1665731,86.78338614,AT12-2-2,1.011665731,1011.665731,Holocene,Bocas,Sunset Point
Gobiidae,101.2565736,89.40983737,AT12-2-1,1.012565736,1012.565736,Holocene,Bocas,Sunset Point
Gobiidae,101.2615561,85.38771318,AT13-7-7,1.012615561,1012.615561,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,101.380378,84.39702209,AT12-2-1,1.01380378,1013.80378,Holocene,Bocas,Sunset Point
Gobiidae,101.5854142,85.12230519,AT12-2-4,1.015854142,1015.854142,Holocene,Bocas,Sunset Point
Gobiidae,101.5910481,92.43941309,AT12-2-1,1.015910481,1015.910481,Holocene,Bocas,Sunset Point
Gobiidae,101.5959705,81.67185488,AT13-7-5,1.015959705,1015.959705,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,101.604192,81.74991463,AT12-2-1,1.01604192,1016.04192,Holocene,Bocas,Sunset Point
Gobiidae,101.702804,83.08051075,AT13-7-5,1.01702804,1017.02804,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,101.7597168,88.23417459,AT12-2-3,1.017597168,1017.597168,Holocene,Bocas,Sunset Point
Gobiidae,101.8076365,86.79360516,AT13-7-7,1.018076365,1018.076365,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,101.8362276,92.303254,AT13-7-5,1.018362276,1018.362276,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,101.9195764,89.27910338,AT13-4-3,1.019195764,1019.195764,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,102.0280061,87.41805526,AT13-7-6,1.020280061,1020.280061,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,102.0440001,85.01494726,AT12-2-1,1.020440001,1020.440001,Holocene,Bocas,Sunset Point
Gobiidae,102.1980754,91.27716181,AT13-7-5,1.021980754,1021.980754,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,102.2174919,89.91907079,AT13-4-3,1.022174919,1022.174919,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,102.2377288,92.58485479,AT13-4-3,1.022377288,1022.377288,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,102.3411861,89.43861526,AT13-7-7,1.023411861,1023.411861,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,102.4208535,86.52973301,AT12-2-4,1.024208535,1024.208535,Holocene,Bocas,Sunset Point
Gobiidae,102.5238413,85.1516584,AT13-7-6,1.025238413,1025.238413,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,102.6817411,89.00757767,AT12-2-1,1.026817411,1026.817411,Holocene,Bocas,Sunset Point
Gobiidae,102.7523727,89.23039245,AT13-7-5,1.027523727,1027.523727,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,102.8393057,90.20989894,AT13-7-7,1.028393057,1028.393057,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,102.9808766,92.11670428,AT12-2-1,1.029808766,1029.808766,Holocene,Bocas,Sunset Point
Gobiidae,103.0517579,84.64670494,AT12-2-2,1.030517579,1030.517579,Holocene,Bocas,Sunset Point
Gobiidae,103.0906733,88.23521689,AT13-7-6,1.030906733,1030.906733,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,103.0926232,89.09499267,AT12-2-4,1.030926232,1030.926232,Holocene,Bocas,Sunset Point
Gobiidae,103.1887702,90.23628295,AT13-7-6,1.031887702,1031.887702,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,103.2241946,91.81716761,AT13-7-7,1.032241946,1032.241946,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,103.2301933,97.36159673,AT13-7-7,1.032301933,1032.301933,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,103.2489009,88.16895363,AT13-7-5,1.032489009,1032.489009,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,103.3001769,92.39903814,AT13-4-3,1.033001769,1033.001769,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,103.4647933,86.21391494,AT13-7-6,1.034647933,1034.647933,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,103.5033132,87.84684869,AT12-2-3,1.035033132,1035.033132,Holocene,Bocas,Sunset Point
Gobiidae,103.5067334,85.81428113,AT12-2-1,1.035067334,1035.067334,Holocene,Bocas,Sunset Point
Gobiidae,103.5882254,86.5863752,AT13-2-8,1.035882254,1035.882254,Holocene,Bocas,Sweet Bocas Trench 1
Gobiidae,103.6470104,86.22521022,AT13-7-5,1.036470104,1036.470104,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,103.6537193,86.76970313,AT12-2-3,1.036537193,1036.537193,Holocene,Bocas,Sunset Point
Gobiidae,103.6813096,95.47351116,AT12-2-3,1.036813096,1036.813096,Holocene,Bocas,Sunset Point
Gobiidae,103.8829221,85.64003682,AT13-7-7,1.038829221,1038.829221,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,103.9757403,87.5920705,AT13-7-7,1.039757403,1039.757403,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,103.9825847,91.86440181,AT13-7-5,1.039825847,1039.825847,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,104.044281,93.63975445,AT13-7-6,1.04044281,1040.44281,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,104.0808568,92.16907499,AT13-7-6,1.040808568,1040.808568,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,104.1563452,79.82442598,AT13-7-6,1.041563452,1041.563452,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,104.1620006,85.31672721,AT12-2-4,1.041620006,1041.620006,Holocene,Bocas,Sunset Point
Gobiidae,104.1789424,87.9835197,AT12-2-3,1.041789424,1041.789424,Holocene,Bocas,Sunset Point
Gobiidae,104.2410166,87.12797053,AT13-4-2,1.042410166,1042.410166,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,104.2848571,84.74499744,AT13-7-6,1.042848571,1042.848571,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,104.3598755,90.03462191,AT13-7-6,1.043598755,1043.598755,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,104.3993409,81.42679306,AT13-7-5,1.043993409,1043.993409,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,104.499832,89.6450356,AT12-2-4,1.04499832,1044.99832,Holocene,Bocas,Sunset Point
Gobiidae,104.5222909,91.69719894,AT13-7-4,1.045222909,1045.222909,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,104.8178433,90.26727764,AT12-2-3,1.048178433,1048.178433,Holocene,Bocas,Sunset Point
Gobiidae,104.8222194,92.80868438,AT12-2-3,1.048222194,1048.222194,Holocene,Bocas,Sunset Point
Gobiidae,104.9128891,80.4763448,AT13-4-3,1.049128891,1049.128891,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,104.952157,93.4990351,AT13-7-6,1.04952157,1049.52157,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,104.9837287,93.5659288,AT13-7-5,1.049837287,1049.837287,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,105.1216993,87.92221821,AT12-2-3,1.051216993,1051.216993,Holocene,Bocas,Sunset Point
Gobiidae,105.393671,90.53885794,AT12-2-4,1.05393671,1053.93671,Holocene,Bocas,Sunset Point
Gobiidae,105.4203054,86.77755709,AT13-7-7,1.054203054,1054.203054,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,105.4241464,101.1191887,AT13-7-5,1.054241464,1054.241464,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,105.709255,90.06949804,AT13-7-6,1.05709255,1057.09255,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,105.787793,82.12068684,AT13-7-6,1.05787793,1057.87793,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,105.7906786,92.01900997,AT13-7-6,1.057906786,1057.906786,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,105.8812315,83.78713966,AT13-7-4,1.058812315,1058.812315,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,105.9386204,92.0163491,AT13-7-7,1.059386204,1059.386204,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,106.0972269,91.3402742,AT12-2-4,1.060972269,1060.972269,Holocene,Bocas,Sunset Point
Gobiidae,106.2586946,90.00597454,AT13-7-5,1.062586946,1062.586946,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,106.3180043,94.49131529,AT13-7-6,1.063180043,1063.180043,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,106.3294074,87.352372,AT13-7-7,1.063294074,1063.294074,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,106.5538286,88.19236431,AT13-4-3,1.065538286,1065.538286,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,106.6716535,96.33109111,AT12-2-2,1.066716535,1066.716535,Holocene,Bocas,Sunset Point
Gobiidae,106.6871116,87.32126346,AT13-4-3,1.066871116,1066.871116,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,106.7515213,89.82405239,AT13-4-3,1.067515213,1067.515213,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,106.7743949,90.51118488,AT13-7-6,1.067743949,1067.743949,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,106.8180269,94.14908647,AT13-7-5,1.068180269,1068.180269,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,106.8271916,91.80919018,AT13-4-3,1.068271916,1068.271916,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,106.8367287,95.61277613,AT13-7-6,1.068367287,1068.367287,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,106.8446193,87.31497114,AT13-7-6,1.068446193,1068.446193,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,106.8797208,88.24412985,AT13-4-3,1.068797208,1068.797208,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,106.9670219,82.45282644,AT13-7-4,1.069670219,1069.670219,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.1378387,92.80600568,AT13-7-6,1.071378387,1071.378387,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.1478411,90.59176731,AT12-2-3,1.071478411,1071.478411,Holocene,Bocas,Sunset Point
Gobiidae,107.1481717,89.57364224,AT13-7-7,1.071481717,1071.481717,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.171287,93.29661343,AT13-7-5,1.07171287,1071.71287,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.3186677,91.19474194,AT13-7-7,1.073186677,1073.186677,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.3702713,91.04970913,AT13-7-5,1.073702713,1073.702713,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.5080556,90.69936178,AT13-7-7,1.075080556,1075.080556,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.5803299,92.21528837,AT13-7-7,1.075803299,1075.803299,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.6142235,96.22220032,AT13-4-3,1.076142235,1076.142235,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,107.6351719,91.14164834,AT13-7-7,1.076351719,1076.351719,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.6560353,88.4603859,AT12-2-3,1.076560353,1076.560353,Holocene,Bocas,Sunset Point
Gobiidae,107.7944141,90.12921738,AT13-7-5,1.077944141,1077.944141,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.8639301,91.79951657,AT13-7-7,1.078639301,1078.639301,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,107.9794024,93.87351842,AT12-2-1,1.079794024,1079.794024,Holocene,Bocas,Sunset Point
Gobiidae,108.022066,91.13598345,AT13-4-3,1.08022066,1080.22066,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,108.0279955,99.61343423,AT13-7-7,1.080279955,1080.279955,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,108.0837937,91.63492072,AT13-4-3,1.080837937,1080.837937,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,108.1017935,98.0054762,AT13-7-4,1.081017935,1081.017935,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,108.1831937,89.32191571,AT13-7-6,1.081831937,1081.831937,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,108.2883749,96.11718025,AT13-7-6,1.082883749,1082.883749,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,108.4436579,92.92819048,AT13-7-5,1.084436579,1084.436579,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,108.4574952,95.92371582,AT13-7-4,1.084574952,1084.574952,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,108.4614882,87.99601229,AT12-2-3,1.084614882,1084.614882,Holocene,Bocas,Sunset Point
Gobiidae,108.5010862,98.32011409,AT13-7-7,1.085010862,1085.010862,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,108.7266431,91.99163376,AT13-7-5,1.087266431,1087.266431,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,108.8854406,91.02665147,AT13-7-6,1.088854406,1088.854406,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,108.9294711,91.5108072,AT12-2-4,1.089294711,1089.294711,Holocene,Bocas,Sunset Point
Gobiidae,108.9516356,91.2309262,AT13-7-5,1.089516356,1089.516356,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,109.1018939,101.4807448,AT13-7-6,1.091018939,1091.018939,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,109.1851313,94.51085976,AT13-4-3,1.091851313,1091.851313,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,109.2435382,88.04768957,AT13-7-7,1.092435382,1092.435382,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,109.2785621,101.7702968,AT13-7-5,1.092785621,1092.785621,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,109.3052839,91.62871129,AT12-2-4,1.093052839,1093.052839,Holocene,Bocas,Sunset Point
Gobiidae,109.4356856,93.48230225,AT13-7-7,1.094356856,1094.356856,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,109.550559,95.78906482,AT12-2-4,1.09550559,1095.50559,Holocene,Bocas,Sunset Point
Gobiidae,109.5689684,89.3280118,AT13-7-7,1.095689684,1095.689684,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,109.8188064,95.12169886,AT13-4-3,1.098188064,1098.188064,Holocene,Bocas,Sweet Bocas Trench 3
Gobiidae,109.8327399,94.23834398,AT12-2-1,1.098327399,1098.327399,Holocene,Bocas,Sunset Point
Gobiidae,109.8359627,90.34403453,AT12-2-2,1.098359627,1098.359627,Holocene,Bocas,Sunset Point
Gobiidae,110.0256896,96.45128449,AT12-2-1,1.100256896,1100.256896,Holocene,Bocas,Sunset Point
Gobiidae,110.1078114,92.6927921,AT12-2-4,1.101078114,1101.078114,Holocene,Bocas,Sunset Point
Gobiidae,110.1589547,90.53302436,AT13-7-5,1.101589547,1101.589547,Holocene,Bocas,Sweet Bocas Trench 6
Gobiidae,110.2767956,95.0286134,AT13-7-4,1.102767956,1102.767956,Holocene,Bocas,Sweet Bocas Trench 6
